Standard,Material,Heat_Treatment,Ultimate_Strength_MPa,Yield_Strength_MPa,Elongation_pct,Hardness_Bhn,Elastic_Modulus_MPa,Shear_Modulus_MPa,Poisson_Ratio,Density_kg_m3
ANSI,Red brass C23000,Not specified,269.0,69.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Low brass C24000,Not specified,290.0,83.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Cartridge brass C26000,Not specified,303.0,76.0,66.0,170.0,105000,40000,0.32,8800
ANSI,Yellow brass C26800,Not specified,317.0,97.0,65.0,170.0,105000,40000,0.32,8800
ANSI,Muntz metal C28000,Not specified,372.0,145.0,52.0,170.0,105000,40000,0.32,8800
ANSI,Leaded commercial bronze C31400,Not specified,255.0,83.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Low-leaded brass C33000,Not specified,324.0,103.0,60.0,170.0,105000,40000,0.32,8800
ANSI,High-leaded brass C34200,Not specified,338.0,117.0,52.0,170.0,105000,40000,0.32,8800
ANSI,Medium-leaded brass C35000,Not specified,310.0,90.0,66.0,170.0,105000,40000,0.32,8800
ANSI,Leaded Muntz metal C36500,as-rolled,372.0,138.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Architectural bronze C38500,as-extruded,414.0,138.0,30.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C40500,Not specified,269.0,83.0,49.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C40800,Not specified,290.0,90.0,43.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C41100,Not specified,269.0,76.0,43.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C41300,Not specified,283.0,83.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C41500,Not specified,317.0,117.0,44.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C42200,Not specified,296.0,103.0,46.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C42500,Not specified,310.0,124.0,49.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C43000,Not specified,317.0,124.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C43400,Not specified,310.0,103.0,49.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C43500,Not specified,317.0,110.0,46.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C44300,Not specified,331.0,124.0,65.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C46400,Not specified,379.0,172.0,50.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C48200,Not specified,386.0,172.0,43.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C48500,Not specified,393.0,172.0,40.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C50500,Not specified,276.0,97.0,48.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C51000,Not specified,324.0,131.0,64.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C51100,Not specified,345.0,317.0,48.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C52100,Not specified,379.0,165.0,70.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C52400,Not specified,455.0,193.0,70.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C54400,Not specified,303.0,131.0,50.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C60800,Not specified,414.0,186.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61000,Not specified,359.0,117.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61300,Not specified,483.0,207.0,42.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61400,Not specified,524.0,228.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61500,Not specified,483.0,152.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61800,Not specified,552.0,269.0,28.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C61900,Not specified,634.0,338.0,30.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C62300,Not specified,517.0,241.0,35.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C62400,Not specified,621.0,276.0,18.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C62500,as-extruded,689.0,379.0,21.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C63000,Not specified,621.0,345.0,20.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C63200,Not specified,621.0,310.0,25.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C63800,Not specified,565.0,372.0,36.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C64200,Not specified,517.0,241.0,32.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C65100,Not specified,276.0,103.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C65500,Not specified,386.0,145.0,63.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C66700,Not specified,316.0,83.0,60.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C67400,Not specified,483.0,234.0,28.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C67500,Not specified,448.0,207.0,33.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C68700,Not specified,414.0,186.0,55.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C68800,Not specified,565.0,379.0,36.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C69000,Not specified,565.0,359.0,35.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C69400,Not specified,552.0,276.0,25.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C70400,Not specified,276.0,262.0,46.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C70600,Not specified,303.0,110.0,42.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C71000,Not specified,338.0,90.0,40.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C71500,Not specified,372.0,138.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C72200,Not specified,317.0,124.0,46.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C72500,Not specified,379.0,152.0,35.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C73500,Not specified,345.0,103.0,37.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C74500,Not specified,338.0,124.0,50.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C75200,Not specified,386.0,172.0,45.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C75400,Not specified,365.0,124.0,43.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C75700,Not specified,359.0,124.0,48.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C76390,Not specified,621.0,586.0,6.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C77000,Not specified,414.0,186.0,40.0,170.0,105000,40000,0.32,8800
ANSI,Copper Alloy C78200,Not specified,365.0,159.0,40.0,170.0,105000,40000,0.32,8800
ANSI,Aluminum Alloy 201.0,Cast (T7),414.0,345.0,3.0,110.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 204.0,Cast (T4),310.0,193.0,6.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 208.0,Cast (F),131.0,83.0,1.5,40.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 242.0,Cast (T61),221.0,138.0,11.0,90.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 242.0,Cast (T77),165.0,90.0,1.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 295.0,Cast (T4),200.0,90.0,6.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 295.0,Cast (T6),221.0,138.0,3.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 295.0,Cast (T62),248.0,193.0,11.0,80.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 295.0,Cast (T7),200.0,110.0,3.0,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 319.0,Cast (F),159.0,90.0,1.5,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 319.0,Cast (T6),214.0,138.0,1.5,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 328.0,Cast (F),172.0,97.0,1.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 328.0,Cast (T6),234.0,145.0,1.0,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 355.0,Cast (T51),172.0,124.0,11.0,50.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 355.0,Cast (T6),221.0,138.0,2.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 355.0,Cast (T71),207.0,152.0,11.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy C355.0,Cast (T6),248.0,172.0,2.5,75.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 356.0,Cast (T51),159.0,110.0,11.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 356.0,Cast (T6),207.0,138.0,3.0,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 356.0,Cast (T7),214.0,200.0,11.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 356.0,Cast (T71),172.0,124.0,3.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy A356.0,Cast (T6),234.0,165.0,3.5,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 443.0,Cast (F),117.0,48.0,3.0,25.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy B443.0,Cast (F),117.0,41.0,3.0,25.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 512.0,Cast (F),117.0,69.0,11.0,35.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 514.0,Cast (F),152.0,62.0,6.0,35.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 520.0,Cast (T4),290.0,152.0,12.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 535.0,Cast (F or T5),241.0,124.0,9.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 705.0,Cast (F or T5),207.0,117.0,5.0,50.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 707.0,Cast (T5),228.0,152.0,2.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 707.0,Cast (T7),255.0,207.0,1.0,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 710.0,Cast (F or T5),221.0,138.0,2.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 712.0,Cast (F or T5),234.0,172.0,4.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 713.0,Cast (F or T5),221.0,152.0,3.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T5),290.0,262.0,1.5,85.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T51),221.0,186.0,3.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T52),248.0,207.0,1.5,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T53),248.0,186.0,1.5,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T6),290.0,241.0,5.0,75.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 771.0,Cast (T71),331.0,310.0,2.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 852.0,Cast (T5),165.0,124.0,11.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1060-O,Wrought,69.0,28.0,43.0,19.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1060-H12,Wrought,83.0,76.0,16.0,23.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1060-H14,Wrought,97.0,90.0,12.0,26.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1060-H16,Wrought,110.0,103.0,8.0,30.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1060-H18,Wrought,131.0,124.0,6.0,35.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1100-O,Wrought,90.0,34.0,35.0,23.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1100-H12,Wrought,110.0,103.0,12.0,28.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1100-H14,Wrought,124.0,117.0,9.0,32.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1100-H16,Wrought,145.0,138.0,6.0,38.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1100-H18,Wrought,165.0,152.0,5.0,44.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1350-O,Wrought,83.0,28.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1350-H12,Wrought,97.0,83.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1350-H14,Wrought,110.0,97.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1350-H16,Wrought,124.0,110.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 1350-H19,Wrought,186.0,165.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2011-T3,Wrought,379.0,296.0,15.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2011-T8,Wrought,407.0,310.0,12.0,100.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2014-O,Wrought,186.0,97.0,18.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2014-T4,Wrought,427.0,290.0,20.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2014-T451,Wrought,427.0,290.0,20.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2014-T6,Wrought,483.0,414.0,13.0,135.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2014-T651,Wrought,483.0,414.0,13.0,135.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-O,Wrought,172.0,69.0,21.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-T3,Wrought,434.0,276.0,20.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-T4,Wrought,421.0,255.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-T451,Wrought,421.0,255.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-T6,Wrought,469.0,414.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2014-T651,Wrought,469.0,414.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2017-O,Wrought,179.0,69.0,22.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2017-T4,Wrought,427.0,276.0,22.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2017-T451,Wrought,427.0,276.0,22.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2018-T61,Wrought,421.0,317.0,12.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2024-O,Wrought,186.0,76.0,20.0,47.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2024-T3,Wrought,483.0,345.0,18.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2024-T351,Wrought,469.0,324.0,20.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2024-T4,Wrought,469.0,324.0,20.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2024-T361,Wrought,496.0,393.0,13.0,130.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-O,Wrought,179.0,76.0,20.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T3,Wrought,448.0,310.0,18.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T351,Wrought,441.0,290.0,19.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T4,Wrought,441.0,290.0,19.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 202024-T361,Wrought,462.0,365.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T81,Wrought,448.0,414.0,6.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T851,Wrought,448.0,414.0,6.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 2024-T861,Wrought,483.0,455.0,6.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2025-T6,Wrought,400.0,255.0,19.0,110.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2036-T4,Wrought,338.0,193.0,24.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2117-T4,Wrought,296.0,165.0,27.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2218-T72,Wrought,331.0,255.0,11.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-O,Wrought,172.0,76.0,18.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T42,Wrought,359.0,186.0,20.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T31,Wrought,359.0,248.0,17.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T351,Wrought,359.0,248.0,17.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T37,Wrought,393.0,317.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T62,Wrought,414.0,290.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T81,Wrought,455.0,352.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T851,Wrought,455.0,352.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 2219-T87,Wrought,476.0,393.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3003-O,Wrought,110.0,41.0,30.0,28.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3003-H12,Wrought,131.0,124.0,10.0,35.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3003-H14,Wrought,152.0,145.0,8.0,40.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3003-H16,Wrought,179.0,172.0,5.0,47.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3003-H18,Wrought,200.0,186.0,4.0,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3003-O,Wrought,110.0,41.0,30.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3003-H12,Wrought,131.0,124.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3003-H14,Wrought,152.0,145.0,8.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3003-H16,Wrought,179.0,172.0,5.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3003-H18,Wrought,200.0,186.0,4.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3004-O,Wrought,179.0,69.0,20.0,45.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3004-H32,Wrought,214.0,172.0,10.0,52.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3004-H34,Wrought,241.0,200.0,9.0,63.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3004-H36,Wrought,262.0,228.0,5.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3004-H38,Wrought,283.0,248.0,5.0,77.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3004-O,Wrought,179.0,69.0,20.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3004-H32,Wrought,214.0,172.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3004-H34,Wrought,241.0,200.0,9.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3004-H36,Wrought,262.0,228.0,5.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 3004-H38,Wrought,283.0,248.0,5.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-O,Wrought,117.0,55.0,24.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-H12,Wrought,152.0,131.0,7.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-H14,Wrought,172.0,152.0,5.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-H16,Wrought,193.0,172.0,4.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-H18,Wrought,214.0,193.0,3.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 3105-H25,Wrought,179.0,159.0,8.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 4032-T6,Wrought,379.0,317.0,9.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-O,Wrought,124.0,41.0,25.0,28.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H12,Wrought,138.0,131.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H14,Wrought,159.0,152.0,6.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H16,Wrought,179.0,172.0,5.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H18,Wrought,200.0,193.0,4.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H32,Wrought,138.0,117.0,11.0,36.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H34,Wrought,159.0,138.0,8.0,41.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H36,Wrought,179.0,165.0,6.0,46.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5005-H38,Wrought,200.0,186.0,5.0,51.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5050-O,Wrought,145.0,55.0,24.0,36.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5050-H32,Wrought,172.0,145.0,9.0,46.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5050-H34,Wrought,193.0,165.0,8.0,53.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5050-H36,Wrought,207.0,179.0,7.0,58.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5050-H38,Wrought,221.0,200.0,6.0,63.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5052-O,Wrought,193.0,90.0,25.0,47.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5052-H32,Wrought,228.0,193.0,12.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5052-H34,Wrought,262.0,214.0,10.0,68.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5052-H36,Wrought,276.0,241.0,8.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5052-H38,Wrought,290.0,255.0,7.0,77.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5056-O,Wrought,290.0,152.0,35.0,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5056-H18,Wrought,434.0,407.0,10.0,105.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5056-H38,Wrought,414.0,345.0,15.0,100.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5083-O,Wrought,290.0,145.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5083-H116,Wrought,317.0,228.0,16.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5083-H321,Wrought,317.0,228.0,16.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5086-O,Wrought,262.0,117.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5086-H32,Wrought,290.0,207.0,12.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5086-H34,Wrought,324.0,255.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5086-H112,Wrought,269.0,131.0,14.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5086-H116,Wrought,290.0,207.0,12.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-O,Wrought,241.0,117.0,27.0,58.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-H32,Wrought,269.0,207.0,15.0,67.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-H34,Wrought,290.0,228.0,13.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-H36,Wrought,310.0,248.0,12.0,78.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-H38,Wrought,331.0,269.0,10.0,80.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5154-H112,Wrought,241.0,117.0,25.0,63.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5252-H25,Wrought,234.0,172.0,11.0,68.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5252-H28,Wrought,283.0,241.0,5.0,75.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5252-H38,Wrought,283.0,241.0,5.0,75.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-O,Wrought,241.0,117.0,27.0,58.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-H32,Wrought,269.0,207.0,15.0,67.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-H34,Wrought,290.0,228.0,13.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-H36,Wrought,310.0,248.0,12.0,78.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-H38,Wrought,331.0,269.0,10.0,80.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5254-H112,Wrought,241.0,117.0,25.0,63.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5454-O,Wrought,248.0,117.0,22.0,62.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5454-H32,Wrought,276.0,207.0,10.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5454-H34,Wrought,303.0,241.0,10.0,81.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5454-H111,Wrought,262.0,179.0,14.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5454-H112,Wrought,248.0,124.0,18.0,62.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5456-O,Wrought,310.0,159.0,24.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5456-H112,Wrought,310.0,165.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5456-H116,Wrought,352.0,255.0,16.0,90.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5456-H321,Wrought,352.0,255.0,16.0,90.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5457-O,Wrought,131.0,48.0,22.0,32.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5457-H25,Wrought,179.0,159.0,12.0,48.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5457-H28,Wrought,207.0,186.0,6.0,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5457-H38,Wrought,207.0,186.0,6.0,55.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5652-O,Wrought,193.0,90.0,25.0,47.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5652-H32,Wrought,228.0,193.0,12.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5652-H34,Wrought,262.0,214.0,10.0,68.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5652-H36,Wrought,276.0,241.0,8.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5652-H38,Wrought,290.0,255.0,7.0,77.0,73000,26000,0.33,2700
